YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,LocationID,TopicID,QuestionID,StratificationCategoryID1
2012,AZ,Arizona,BRFSS,Alcohol,Binge drinking intensity among adults aged >= 18 years who binge drink,Number,Mean,7.0,6.1,7.9,Race/Ethnicity,Hispanic,,4,ALC,ALC4_0,RACE
2017,LA,Louisiana,BRFSS,Alcohol,Binge drinking prevalence among women aged 18-44 years,%,Crude Prevalence,,,,Race/Ethnicity,"Other, non-Hispanic",,22,ALC,ALC2_3,RACE
2016,NM,New Mexico,BRFSS,Cancer,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude Prevalence,58.8,56.4,61.3,Overall,Overall,,35,CAN,CAN3_0,OVERALL
2019,NC,North Carolina,Statewide central cancer registries,Cancer,"Invasive cancer of the prostate, incidence","per 100,000",Average Annual Crude Rate,1.1,1.0,1.2,Race/Ethnicity,Asian or Pacific Islander,,37,CAN,CAN11_1,RACE
2020,ND,North Dakota,BRFSS,Cancer,Recent Papanicolaou smear use among women aged 21-44 years,%,Crude Prevalence,76.9,70.2,82.4,Race/Ethnicity,"White, non-Hispanic",,38,CAN,CAN2_2,RACE
2014,AR,Arkansas,CMS Part A Claims Data,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,,Number,3154,,,Race/Ethnicity,"White, non-Hispanic",,5,OLD,OLD1_0,RACE
2013,PA,Pennsylvania,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,Age-adjusted Prevalence,78.7,74.2,82.6,Overall,Overall,,42,DIA,DIA13_2,OVERALL
2014,AL,Alabama,Death Certificate,Cancer,"Cancer of the prostate, mortality",,Average Annual Number,,,,Race/Ethnicity,Hispanic,,1,CAN,CAN11_2,RACE
2016,MA,Massachusetts,BRFSS,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,%,Crude Prevalence,41.9,33.0,51.3,Gender,Male,,25,DIA,DIA10_0,GENDER
2015,CA,California,BRFSS,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years who smoke,%,Crude Prevalence,,,,Race/Ethnicity,"Black, non-Hispanic",,6,TOB,TOB11_2,RACE
2018,NY,New York,BRFSS,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years who smoke,%,Crude Prevalence,10.8,5.9,18.7,Race/Ethnicity,"Other, non-Hispanic",,36,TOB,TOB11_1,RACE
2015,MN,Minnesota,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,%,Age-adjusted Prevalence,,,,Race/Ethnicity,"Other, non-Hispanic",,27,CVD,CVD10_2,RACE
2014,AZ,Arizona,BRFSS,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,61.0,53.7,67.9,Race/Ethnicity,"White, non-Hispanic",,4,DIA,DIA5_0,RACE
2012,MI,Michigan,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,%,Age-adjusted Prevalence,35.7,33.6,37.9,Race/Ethnicity,"White, non-Hispanic",,26,ART,ART1_2,RACE
2015,NV,Nevada,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,30.3,16.1,49.6,Gender,Male,,32,COPD,COPD3_0_1,GENDER
2019,NY,New York,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,%,Age-adjusted Prevalence,72.8,65.3,79.1,Gender,Male,,36,CVD,CVD9_2,GENDER
2012,NY,New York,APIS,Alcohol,Amount of alcohol excise tax by beverage type (distilled spirits),$,US Dollars,6.44,,,Overall,Overall,,36,ALC,ALC8_0_3,OVERALL
2012,OK,Oklahoma,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,%,Age-adjusted Prevalence,70.9,65.4,75.9,Gender,Female,,40,CVD,CVD9_2,GENDER
2015,IA,Iowa,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 18 with diagnosed chronic obstructive pulmonary disease,%,Crude Prevalence,,,,Race/Ethnicity,"Multiracial, non-Hispanic",,19,COPD,COPD4_0,RACE
2018,IL,Illinois,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,,,,Race/Ethnicity,"Multiracial, non-Hispanic",,17,ORH,ORH4_1,RACE
2013,ID,Idaho,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,Crude Prevalence,,,,Race/Ethnicity,"Multiracial, non-Hispanic",,16,DIA,DIA13_1,RACE
2013,IA,Iowa,BRFSS,Overarching Conditions,Current lack of health insurance among adults aged 18-64 years,%,Crude Prevalence,23.4,14.0,36.4,Race/Ethnicity,"Black, non-Hispanic",,19,OVC,OVC1_1,RACE
2019,MD,Maryland,Statewide central cancer registries,Cancer,"Invasive cancer of the oral cavity or pharynx, incidence","per 100,000",Average Annual Crude Rate,7.8,7.3,8.2,Gender,Female,,24,CAN,CAN10_1,GENDER
2021,OK,Oklahoma,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.5,3.3,5.7,Race/Ethnicity,Hispanic,,40,MTH,MTH1_0,RACE
2018,US,United States,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence","per 100,000",Average Annual Age-adjusted Rate,51.6,51.5,51.8,Race/Ethnicity,"White, non-Hispanic",,59,CAN,CAN8_1,RACE
2020,NV,Nevada,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,"cases per 100,000",Crude Rate,65.9,60.6,71.1,Race/Ethnicity,Hispanic,,32,CVD,CVD1_2,RACE
2017,AZ,Arizona,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,Number,3005.0,,,Gender,Female,,4,CVD,CVD1_3,GENDER
2018,CA,California,NVSS,Overarching Conditions,Premature mortality among adults aged 45-64 years,,Number,31069,,,Gender,Male,,6,OVC,OVC5_0,GENDER
2014,MO,Missouri,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,,,,Race/Ethnicity,"Multiracial, non-Hispanic",,29,CAN,CAN1_0,RACE
2019,DC,District of Columbia,Death Certificate,Cancer,"Cancer of the oral cavity and pharynx, mortality","per 100,000",Average Annual Crude Rate,2.7,2.2,3.3,Overall,Overall,,11,CAN,CAN10_2,OVERALL
2018,AK,Alaska,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,,,,Race/Ethnicity,Hispanic,,2,DIA,DIA11_3,RACE
2013,OH,Ohio,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,36.0,31.7,40.5,Race/Ethnicity,"Black, non-Hispanic",,39,NPAW,NPAW1_1,RACE
2021,MA,Massachusetts,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,0.7,1.9,Race/Ethnicity,"Other, non-Hispanic",,25,NPAW,NPAW4_2,RACE
2012,NJ,New Jersey,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,%,Crude Prevalence,34.9,22.6,49.7,Race/Ethnicity,Hispanic,,34,CVD,CVD9_1,RACE
2021,DE,Delaware,BRFSS,Overarching Conditions,Recent physically unhealthy days among adults aged >= 18 years,Number,Mean,3.6,2.7,4.5,Race/Ethnicity,"Black, non-Hispanic",,10,OVC,OVC7_1,RACE
2014,GA,Georgia,BRFSS,Cancer,Papanicolaou smear use among adult women aged 21-65 years,%,Crude Prevalence,84.1,81.0,86.8,Race/Ethnicity,"White, non-Hispanic",,13,CAN,CAN2_1,RACE
2015,SC,South Carolina,CMS CCW,Older Adults,Prevalence of 2 or more chronic conditions among Medicare-enrolled persons aged >= 65 years,%,Crude Prevalence,72.3,,,Gender,Female,,45,OLD,OLD4_0,GENDER
2010,IA,Iowa,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,"cases per 100,000",Crude Rate,,,,Race/Ethnicity,Asian or Pacific Islander,,19,DIA,DIA1_1,RACE
2012,NJ,New Jersey,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,%,Crude Prevalence,44.1,40.8,47.5,Overall,Overall,,34,ART,ART1_3,OVERALL
2021,NM,New Mexico,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,%,Age-adjusted Prevalence,,,,Race/Ethnicity,"Other, non-Hispanic",,35,CVD,CVD10_1,RACE
2013,NY,New York,CMS Part A Claims Data,Cardiovascular Disease,Hospitalization for heart failure among Medicare-eligible persons aged >= 65 years,,Number,29990.0,,,Race/Ethnicity,"White, non-Hispanic",,36,CVD,CVD2_0,RACE
2014,NE,Nebraska,BRFSS,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,%,Crude Prevalence,1.2,0.7,2.0,Race/Ethnicity,Hispanic,,31,CKD,CKD3_0,RACE
2014,RI,Rhode Island,SEDD; SID,Asthma,Hospitalizations for asthma,"cases per 10,000",Crude Rate,10.49,9.77,11.2,Race/Ethnicity,"White, non-Hispanic",,44,AST,AST3_1,RACE
2013,NH,New Hampshire,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,Crude Prevalence,,,,Race/Ethnicity,"Multiracial, non-Hispanic",,33,DIA,DIA13_1,RACE
2017,FL,Florida,YRBSS,"Nutrition, Physical Activity, and Weight Status",Obesity among high school students,%,Crude Prevalence,10.6,9.4,12.0,Race/Ethnicity,Hispanic,,12,NPAW,NPAW1_2,RACE
2015,KS,Kansas,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence",,Average Annual Number,,,,Gender,Male,,20,CAN,CAN6_1,GENDER
2016,AL,Alabama,Death Certificate,Cancer,"Cancer of the oral cavity and pharynx, mortality","per 100,000",Average Annual Crude Rate,,,,Race/Ethnicity,Asian or Pacific Islander,,1,CAN,CAN10_2,RACE
2019,OK,Oklahoma,BRFSS,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years who smoke,%,Crude Prevalence,,,,Race/Ethnicity,"Multiracial, non-Hispanic",,40,TOB,TOB11_2,RACE
2016,CA,California,SEDD; SID,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as any diagnosis,"cases per 10,000",Age-adjusted Rate,,,,Race/Ethnicity,American Indian or Alaska Native,,6,COPD,COPD5_2,RACE
2012,OR,Oregon,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,"cases per 100,000",Crude Rate,146.0,140.7,151.4,Gender,Female,,41,CVD,CVD1_2,GENDER
2019,OH,Ohio,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,Age-adjusted Prevalence,46.8,35.1,58.9,Gender,Male,,39,DIA,DIA12_1,GENDER
2010,NV,Nevada,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,,Number,183.0,,,Race/Ethnicity,Asian or Pacific Islander,,32,CVD,CVD1_2,RACE
2019,NC,North Carolina,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,,,,Race/Ethnicity,"Other, non-Hispanic",,37,DIA,DIA11_1,RACE
2012,GU,Guam,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,Age-adjusted Prevalence,,,,Race/Ethnicity,Hispanic,,66,DIA,DIA12_2,RACE
2014,ID,Idaho,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,Crude Prevalence,,,,Race/Ethnicity,"Multiracial, non-Hispanic",,16,DIA,DIA13_2,RACE
2019,CO,Colorado,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.7,1.2,2.5,Gender,Female,,8,NPAW,NPAW5_2,GENDER
2016,NE,Nebraska,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence","per 100,000",Average Annual Age-adjusted Rate,7.3,6.5,8.2,Overall,Overall,,31,CAN,CAN6_1,OVERALL
2016,KS,Kansas,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,"cases per 100,000",Age-adjusted Rate,306.0,224.9,407.0,Race/Ethnicity,American Indian or Alaska Native,,20,CVD,CVD1_1,RACE
2018,OH,Ohio,CDC School Health Profiles,"Nutrition, Physical Activity, and Weight Status",Secondary schools that offer less healthy foods as competitive foods,%,Percent,56.6,51.8,61.2,Overall,Overall,,39,NPAW,NPAW13_4,OVERALL
2019,LA,Louisiana,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,,,,Race/Ethnicity,"Other, non-Hispanic",,22,DIA,DIA11_1,RACE
2010,IL,Illinois,CMS Part A Claims Data,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,"cases per 1,000",Age-adjusted Rate,3.67,2.68,4.65,Race/Ethnicity,Asian or Pacific Islander,,17,OLD,OLD1_0,RACE
2013,MI,Michigan,SEDD; SID,Cardiovascular Disease,Hospitalization for stroke,"cases per 10,000",Crude Rate,23.09,17.96,28.21,Race/Ethnicity,American Indian or Alaska Native,,26,CVD,CVD3_1,RACE
2018,OH,Ohio,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,"cases per 100,000",Age-adjusted Rate,,,,Race/Ethnicity,American Indian or Alaska Native,,39,CKD,CKD1_0,RACE
2017,WV,West Virginia,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as any diagnosis among Medicare-eligible persons aged >= 65 years,,Number,31801.0,,,Overall,Overall,,54,COPD,COPD5_4,OVERALL
2019,IL,Illinois,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,%,Age-adjusted Prevalence,,,,Race/Ethnicity,"Other, non-Hispanic",,17,ALC,ALC5_1,RACE
2017,DE,Delaware,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,%,Crude Prevalence,,,,Race/Ethnicity,"Multiracial, non-Hispanic",,10,ALC,ALC5_2,RACE
2019,CA,California,BRFSS,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among adults aged >= 18 years,%,Crude Prevalence,61.0,59.3,62.8,Race/Ethnicity,"White, non-Hispanic",,6,NPAW,NPAW2_1,RACE
2018,SC,South Carolina,mPINC,"Nutrition, Physical Activity, and Weight Status",Mean maternity practices in infant nutrition care (mPINC) score,Number,Mean,77,,,Overall,Overall,,45,NPAW,NPAW17_0,OVERALL
2014,NE,Nebraska,SEDD; SID,Chronic Obstructive Pulmonary Disease,Emergency department visit rate for chronic obstructive pulmonary disease as any diagnosis,"cases per 10,000",Age-adjusted Rate,292.16,288.25,296.07,Overall,Overall,,31,COPD,COPD6_2,OVERALL
2018,AL,Alabama,BRFSS,Overarching Conditions,Recent activity limitation among adults aged >= 18 years,Number,Mean,4.4,2.8,6.0,Race/Ethnicity,"Other, non-Hispanic",,1,OVC,OVC7_2,RACE
2020,NC,North Carolina,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,%,Crude Prevalence,,,,Race/Ethnicity,Hispanic,,37,CVD,CVD9_2,RACE
2012,NH,New Hampshire,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Crude Prevalence,,,,Race/Ethnicity,"White, non-Hispanic",,33,OVC,OVC8_0,RACE
2017,GU,Guam,BRFSS,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,,,,Race/Ethnicity,"White, non-Hispanic",,66,DIA,DIA6_0,RACE
2016,WV,West Virginia,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality","per 100,000",Average Annual Crude Rate,66.2,63.9,68.6,Gender,Female,,54,CAN,CAN8_2,GENDER
2019,ID,Idaho,BRFSS,Tobacco,Current cigarette smoking among women aged 18-44 years,%,Crude Prevalence,,,,Race/Ethnicity,"Other, non-Hispanic",,16,TOB,TOB1_3,RACE
2011,HI,Hawaii,CMS Part A Claims Data,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,,Number,,,,Race/Ethnicity,"Black, non-Hispanic",,15,OLD,OLD1_0,RACE
2013,MI,Michigan,BRFSS,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,%,Age-adjusted Prevalence,3.4,2.1,5.6,Race/Ethnicity,"Black, non-Hispanic",,26,CKD,CKD3_0,RACE
2017,LA,Louisiana,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),"cases per 100,000",Age-adjusted Rate,42.2,40.1,44.3,Race/Ethnicity,"White, non-Hispanic",,22,CVD,CVD1_5,RACE
2015,NH,New Hampshire,BRFSS,Overarching Conditions,Self-rated health status among women aged 18-44 years,%,Crude Prevalence,,,,Race/Ethnicity,"Multiracial, non-Hispanic",,33,OVC,OVC6_2,RACE
2014,WI,Wisconsin,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Number,5442.0,,,Overall,Overall,,55,COPD,COPD1_2,OVERALL
2013,HI,Hawaii,BRFSS,Overarching Conditions,Recent activity limitation among adults aged >= 18 years,Number,Age-adjusted Mean,1.3,1.0,1.5,Race/Ethnicity,"Other, non-Hispanic",,15,OVC,OVC7_2,RACE
2017,RI,Rhode Island,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,17.8,15.3,20.7,Gender,Male,,44,TOB,TOB1_2,GENDER
2018,ID,Idaho,BRFSS,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,70.7,63.0,77.4,Race/Ethnicity,Hispanic,,16,NPAW,NPAW2_1,RACE
2014,NJ,New Jersey,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Crude Prevalence,28.5,26.8,30.3,Gender,Male,,34,NPAW,NPAW1_1,GENDER
2014,MD,Maryland,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as any diagnosis among Medicare-eligible persons aged >= 65 years,,Number,32387.0,,,Race/Ethnicity,"White, non-Hispanic",,24,COPD,COPD5_4,RACE
2015,CA,California,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality","per 100,000",Average Annual Age-adjusted Rate,38.0,37.7,38.4,Race/Ethnicity,"White, non-Hispanic",,6,CAN,CAN8_2,RACE
2014,MA,Massachusetts,SEDD; SID,Diabetes,Hospitalization with diabetes as a listed diagnosis,,Number,,,,Race/Ethnicity,Hispanic,,25,DIA,DIA9_0,RACE
2020,GA,Georgia,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,%,Age-adjusted Prevalence,32.5,22.3,44.6,Race/Ethnicity,"White, non-Hispanic",,13,CVD,CVD9_1,RACE
2015,WI,Wisconsin,Death Certificate,Cancer,"Cancer of the prostate, mortality",,Average Annual Number,,,,Race/Ethnicity,American Indian or Alaska Native,,55,CAN,CAN11_2,RACE
2017,HI,Hawaii,SEDD; SID,Diabetes,Amputation of a lower extremity attributable to diabetes,"cases per 10,000",Crude Rate,,,,Race/Ethnicity,American Indian or Alaska Native,,15,DIA,DIA4_0,RACE
2016,SC,South Carolina,National Immunization Survey,"Nutrition, Physical Activity, and Weight Status",Infants breastfed at 6 months,%,Crude Prevalence,49.9,43.3,56.5,Overall,Overall,,45,NPAW,NPAW15_0,OVERALL
2019,CA,California,YRBSS,Alcohol,Binge drinking prevalence among youth,%,Crude Prevalence,8.1,5.7,11.3,Gender,Female,,6,ALC,ALC2_1,GENDER
2018,GU,Guam,BRFSS,Cancer,Papanicolaou smear use among adult women aged 21-65 years,%,Crude Prevalence,,,,Race/Ethnicity,"White, non-Hispanic",,66,CAN,CAN2_1,RACE
2013,CO,Colorado,YRBSS,"Nutrition, Physical Activity, and Weight Status",Soda consumption among high school students,%,Crude Prevalence,,,,Race/Ethnicity,Hispanic,,8,NPAW,NPAW12_2,RACE
2018,AZ,Arizona,BRFSS,Cancer,Papanicolaou smear use among adult women aged 21-65 years,%,Crude Prevalence,78.1,75.1,80.9,Overall,Overall,,4,CAN,CAN2_1,OVERALL
2018,MS,Mississippi,BRFSS,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,76.5,73.9,78.8,Gender,Male,,28,NPAW,NPAW2_1,GENDER
2014,SC,South Carolina,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence","per 100,000",Average Annual Age-adjusted Rate,0.2,0.2,0.3,Race/Ethnicity,"Black, non-Hispanic",,45,CAN,CAN9_1,RACE
2014,WI,Wisconsin,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,%,Crude Prevalence,61.8,54.1,68.9,Gender,Female,,55,ART,ART1_3,GENDER
2017,MT,Montana,SEDD; SID,Cardiovascular Disease,Hospitalization for stroke,"cases per 10,000",Crude Rate,,,,Gender,Female,,30,CVD,CVD3_1,GENDER
2015,MD,Maryland,BRFSS,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,%,Crude Prevalence,2.5,1.9,3.3,Race/Ethnicity,"White, non-Hispanic",,24,CKD,CKD3_0,RACE
